Fwd.Packet.Length.Mean,Fwd.Packet.Length.Max,Fwd.Packet.Length.Min,Fwd.IAT.Mean,Fwd.IAT.Max,Fwd.IAT.Min,Bwd.Packet.Length.Mean,Bwd.Packet.Length.Max,Bwd.Packet.Length.Min,Bwd.IAT.Mean,Bwd.IAT.Max,Bwd.IAT.Min,Packet.Length.Mean,Max.Packet.Length,Min.Packet.Length,Flow.IAT.Mean,Flow.IAT.Max,Flow.IAT.Min,Flow.Bytes.s,Flow.Packets.s,ProtocolName
92.5333333333333,258,0,17663.5,123553.0,0.0,0.0,0,0,0.0,0.0,0.0,86.75,258,0,17663.5,123553.0,0,5612.86591801495,60.6577728892106,YOUTUBE
43.9047619047619,258,0,12152.35,182523.0,0.0,548.823529411765,2048,0,3103.25,28749.0,0.0,262.871794871795,2048,0,6568.83783783784,182523.0,0,42181.1419190527,156.34836060515,YOUTUBE
0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,10022.0,10022.0,10022,0.0,199.560965875075,YOUTUBE
95.5714285714286,242,0,67588.0,137634.0,1654.0,519.787878787879,2920,0,10963.875,132145.0,0.0,434.682926829268,2920,0,10398.1538461538,132145.0,0,43947.643565919,98.6368388865874,YOUTUBE
55.375,242,0,49539.0,132341.0,0.0,933.0,2799,0,69229.5,137645.0,814.0,270.166666666667,2799,0,34677.3,131344.0,0,9349.05543395824,31.7210394119496,YOUTUBE
95.5714285714286,242,0,67947.6666666667,139821.0,2142.0,387.833333333333,4215,0,12448.0689655172,132918.0,0.0,323.78947368421,4215,0,11324.6111111111,132918.0,0,30180.0895787444,90.7561211324402,YOUTUBE
709.0,1418,0,46311.3333333333,137932.0,228.0,88.6,242,0,53972.25,132966.0,5883.0,327.9,1418,0,27001.625,131925.0,39,15179.6419659928,41.6641591015356,YOUTUBE
95.5714285714286,242,0,67879.3333333333,143106.0,1139.0,391.818181818182,2836,0,11456.15625,133755.0,0.0,331.682926829268,2836,0,10442.9743589744,133755.0,0,33390.1334721417,98.2134964986888,YOUTUBE
55.375,242,0,49834.4285714286,133562.0,0.0,1053.75,2836,0,46009.0,137375.0,285.0,358.307692307692,2836,0,31712.8181818182,133284.0,0,13352.7882330345,34.3996261907287,YOUTUBE
95.5714285714286,242,0,68264.8333333333,147370.0,1628.0,292.033333333333,2799,0,12989.0344827586,135771.0,0.0,248.157894736842,2799,0,11377.4722222222,135771.0,0,23023.0792330849,90.334457224193,YOUTUBE
63.2857142857143,242,0,58470.3333333333,135636.0,319.0,472.666666666667,1418,0,69791.5,139424.0,159.0,169.181818181818,1418,0,38980.2222222222,135347.0,130,5304.68442686034,28.5044837552947,YOUTUBE
92.0,286,0,15114.3333333333,45338.0,0.0,6.0,6,6,0.5,1.0,0.0,84.0,286,0,7557.16666666667,45052.0,0,8512.89063361489,154.378845687317,YOUTUBE
183.272727272727,517,0,237988.7,2323257.0,0.0,0.0,0,0,0.0,0.0,0.0,168.0,517,0,237988.7,2323257.0,0,847.099042937753,4.62206819063258,YOUTUBE
183.272727272727,517,0,237971.0,2325357.0,0.0,0.0,0,0,0.0,0.0,0.0,168.0,517,0,237971.0,2325357.0,0,847.16204915725,4.62241197456833,YOUTUBE
148.307692307692,517,0,198302.0,2249053.0,0.0,0.0,0,0,0.0,0.0,0.0,137.714285714286,517,0,198302.0,2249053.0,0,810.212033497729,5.46304794370875,YOUTUBE
133.272727272727,517,0,237249.8,2325498.0,0.0,37.75,151,0,12324.1428571429,66865.0,0.0,88.4,517,0,131805.444444444,2275436.0,0,745.206107655307,8.00843667729119,YOUTUBE
162.888888888889,517,0,296562.375,2325499.0,0.0,37.75,151,0,12238.8571428571,66203.0,1.0,98.2222222222222,517,0,148281.1875,2275562.0,0,745.205793553548,7.16544032263027,YOUTUBE
112.769230769231,517,0,197708.166666667,2306842.0,0.0,51.6,160,0,6056.22222222222,28409.0,0.0,82.5833333333333,517,0,107840.818181818,2306842.0,0,835.406394441639,9.6944233461946,YOUTUBE
