Fwd.Packet.Length.Mean,Fwd.Packet.Length.Max,Fwd.Packet.Length.Min,Fwd.IAT.Mean,Fwd.IAT.Max,Fwd.IAT.Min,Bwd.Packet.Length.Mean,Bwd.Packet.Length.Max,Bwd.Packet.Length.Min,Bwd.IAT.Mean,Bwd.IAT.Max,Bwd.IAT.Min,Packet.Length.Mean,Max.Packet.Length,Min.Packet.Length,Flow.IAT.Mean,Flow.IAT.Max,Flow.IAT.Min,Flow.Bytes.s,Flow.Packets.s,ProtocolName
262.0,780,0,559.5,809.0,310.0,133.75,523,0,100705.333333333,301003.0,1.0,165.125,780,0,50365.6666666667,301003.0,1,4371.36409061729,23.1639278079644,DROPBOX
20.6666666666667,31,0,13.5,27.0,0.0,0.0,0,0,0.0,0.0,0.0,23.25,31,0,13.5,27.0,0,2296296.2962963,111111.111111111,DROPBOX
0.0,0,0,0.0,0.0,0.0,0.0,0,0,252.5,504.0,1.0,0.0,0,0,260.333333333333,504.0,1,0.0,5121.63892445583,DROPBOX
20.6666666666667,31,0,17.0,34.0,0.0,0.0,0,0,0.0,0.0,0.0,23.25,31,0,17.0,34.0,0,1823529.41176471,88235.2941176471,DROPBOX
0.0,0,0,0.0,0.0,0.0,0.0,0,0,127.0,254.0,0.0,0.0,0,0,96.0,254.0,0,0.0,13888.8888888889,DROPBOX
41.5,219,6,26663.0,132898.0,27.0,1530.58823529412,6131,6,390366.3125,6117933.0,0.0,1103.66666666667,6131,6,283906.590909091,6112630.0,0,4205.76870273433,3.68238913407018,SKYPE
223.473684210526,949,0,192461.666666667,2703375.0,0.0,0.0,0,0,0.0,0.0,0.0,212.3,949,0,192461.666666667,2703375.0,0,1225.64089241436,5.48449763444957,SKYPE
124.0,517,0,114616.666666667,2537486.0,0.0,0.0,0,0,0.0,0.0,0.0,119.230769230769,517,0,114616.666666667,2537486.0,0,1126.94488875963,9.08826523193253,SKYPE
149.76,949,0,144187.666666667,2718316.0,0.0,741.0,1448,0,34794.7058823529,123143.0,0.0,388.227272727273,1448,0,82392.9523809524,2718316.0,0,4936.27517841332,12.4259356440565,SKYPE
129.7,517,0,144790.263157895,2539962.0,0.0,736.772727272727,4183,0,11802.1904761905,98445.0,0.0,437.279069767442,4183,0,67097.9268292683,2441965.0,0,6834.93183425027,15.2670923277409,SKYPE
6.0,6,6,0.0,0.0,0.0,6.0,6,6,0.0,0.0,0.0,6.0,6,6,64371.0,64371.0,64371,186.419350328564,31.0698917214274,SKYPE
0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,115058.0,115058.0,115058,0.0,17.3825375028247,SKYPE
193.818181818182,949,0,627943.4,5282174.0,2415.0,449.2,1460,0,56750.6428571429,127276.0,25.0,328.518518518518,1460,0,251177.36,5282174.0,4,1412.54769140021,4.14050056103783,SKYPE
111.357142857143,517,0,416759.076923077,5052776.0,1.0,560.941176470588,2771,0,22754.1875,133737.0,5.0,346.71875,2771,0,180595.6,5052776.0,1,2047.85350990463,5.72180791410939,SKYPE
78.4117647058824,517,0,334195.0,5053966.0,0.0,626.923076923077,2896,0,27589.0,103332.0,0.0,305.903225806452,2896,0,184383.448275862,4950700.0,0,1773.47805921692,5.61049686560242,SKYPE
30.8,46,0,38.0,151.0,0.0,0.0,0,0,0.0,0.0,0.0,30.8333333333333,46,0,38.0,151.0,0,1013157.89473684,32894.7368421053,DROPBOX
0.0,0,0,0.0,0.0,0.0,0.0,0,0,70.0,266.0,0.0,0.0,0,0,94.2,266.0,0,0.0,12738.8535031847,DROPBOX
0.0,0,0,15.0,15.0,15.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,15.0,15.0,15,0.0,133333.333333333,DROPBOX
38.5,46,31,0.333333333333333,1.0,0.0,0.0,0,0,84.0,498.0,0.0,16.6666666666667,46,0,95.3,498.0,0,161594.963273872,11542.4973767051,DROPBOX
0.0,0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1,0.0,2000000.0,DROPBOX
38.5,46,31,0.333333333333333,1.0,0.0,0.0,0,0,123.833333333333,728.0,0.0,15.4166666666667,46,0,83.9,728.0,0,183551.847437426,13110.8462455304,DROPBOX
30.8,46,0,80.5,308.0,0.0,0.0,0,0,0.333333333333333,1.0,0.0,20.0,46,0,40.25,179.0,0,478260.869565217,27950.3105590062,DROPBOX
0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,518.0,518.0,518,0.0,3861.00386100386,DROPBOX
188.8,965,0,1084551.77777778,8104411.0,339.0,952.714285714286,4344,0,276725.166666667,523612.0,38.0,475.388888888889,4344,0,610060.375,7831189.0,1,876.655035987217,1.74163090005641,SKYPE
528.4,2920,0,29293.3333333333,102588.0,1.0,118.909090909091,517,6,775313.6,7592010.0,398.0,299.636363636364,2920,0,387660.3,7489566.0,1,850.228924653879,2.70855695050538,SKYPE
77.5,149,6,263640.0,263640.0,263640.0,1369.16666666667,5277,6,1577236.09090909,17087016.0,0.0,1115.6,5277,6,1334586.30769231,17085982.0,0,955.928607551219,0.806934006977213,SKYPE
38.5,46,31,0.333333333333333,1.0,0.0,0.0,0,0,30.6666666666667,174.0,1.0,16.6666666666667,46,0,52.1,336.0,0,295585.412667946,21113.2437619962,DROPBOX
141.625,533,0,91808.1428571429,184145.0,954.0,250.227272727273,3037,0,12597.511627907,182618.0,0.0,229.11320754717,3037,0,12601.1176470588,182618.0,0,18894.9937524994,80.9140801391722,SKYPE
92.6,533,0,70993.4444444444,182539.0,0.0,377.4,1440,2,90195.75,181430.0,326.0,175.8125,1440,0,45638.6428571429,180586.0,0,4402.59742292324,23.4763460162988,SKYPE
0.0,0,0,0.0,0.0,0.0,0.0,0,0,298.5,597.0,0.0,0.0,0,0,299.333333333333,597.0,0,0.0,4454.3429844098,DROPBOX
0.0,0,0,11.0,11.0,11.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,11.0,11.0,11,0.0,181818.181818182,SKYPE
87.6666666666667,251,6,48188.0,95329.0,1047.0,607.235294117647,1460,6,3357170.125,53619541.0,0.0,516.047619047619,1460,6,2827096.10526316,53618450.0,0,197.077804924845,0.372336680379454,SKYPE
6.0,6,6,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0.0,6.0,6,6,1.0,1.0,1,12000000.0,2000000.0,SKYPE
143.833333333333,547,0,11958092.6,59514722.0,45.0,97.75,391,0,91797.0,274532.0,1.0,114.0,547,0,6643384.77777778,59514722.0,1,20.9732445122561,0.167250753686253,DROPBOX
110.666666666667,517,0,836822.0,8875214.0,5.0,41.5223880597015,305,0,4985.18181818182,103486.0,0.0,51.375,517,0,118013.358974359,8875214.0,0,446.494432073205,8.58225307391319,DROPBOX
90.3333333333333,517,0,836524.454545455,8876703.0,0.0,69.75,305,0,50359.1428571429,129290.0,0.0,78.1904761904762,517,0,484303.631578947,8747595.0,0,178.443949201507,2.17349511816695,DROPBOX
74.25,579,0,5519602.63636364,59954926.0,0.0,899.066666666667,2872,0,4330353.85714286,59991699.0,1.0,513.464285714286,2872,0,2335218.65384615,59954779.0,0,236.792189695299,0.444695633426519,DROPBOX
126.75,579,0,103879.142857143,438858.0,792.0,1232.27272727273,10157,0,6071786.0,59991661.0,287.0,728.45,10157,0,3373214.5,59990420.0,1,239.945870293422,0.312922749370239,DROPBOX
217.636363636364,1989,0,4311142.0,39606438.0,1.0,932.5,2648,0,67646.0,120161.0,60.0,443.833333333333,2648,0,2694463.75,39515501.0,1,185.310527929723,0.394327071574075,SKYPE
982.64,1448,0,15138.3469387755,254322.0,0.0,181.936842105263,3826,0,7822.22340425532,214283.0,0.0,454.904109589041,3826,0,5151.24305555556,214283.0,0,89536.1017230199,195.476011049113,DROPBOX
0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,647.0,647.0,647,0.0,3091.19010819165,DROPBOX
273.375,2037,0,6148588.14285714,40132177.0,464.0,877.714285714286,2872,0,6716159.33333333,40006004.0,80.0,520.6875,2872,0,3074294.07142857,40006004.0,4,193.563600210473,0.348512063756704,SKYPE
75.3333333333333,214,6,28412834.0,56825640.0,28.0,0.0,0,0,0.0,0.0,0.0,58.0,214,6,28412834.0,56825640.0,28,3.97707599319378,0.0527930441574396,SKYPE
125.846153846154,581,0,897385.56,21882817.0,0.0,260.717948717949,2920,0,14484.3157894737,261393.0,0.0,203.636363636364,2920,0,350541.234375,21882817.0,0,599.073602209512,2.89730536782874,SKYPE
82.3636363636364,219,0,4389399.5,43793304.0,0.0,12.75,39,0,6729.93333333333,94446.0,0.0,39.6428571428571,219,0,1688230.57692308,43792662.0,0,25.2881971668334,0.615118309463516,SKYPE
115.954545454545,581,0,1068020.61904762,21846679.0,0.0,734.75,1448,0,30453.7333333333,169948.0,0.0,366.846153846154,1448,0,606173.864864865,21846679.0,0,637.895656820965,1.69427797296405,SKYPE
62.5714285714286,219,0,7312748.0,43793275.0,1.0,0.0,0,0,0.0,0.0,0.0,43.8,219,0,5484561.0,43793275.0,0,9.98256742882429,0.205121248537485,SKYPE
6.0,6,6,0.0,0.0,0.0,6.0,6,6,0.0,0.0,0.0,6.0,6,6,560.0,560.0,560,21428.5714285714,3571.42857142857,SKYPE
0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,83467.0,83467.0,83467,0.0,23.9615656486995,SKYPE
0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,92710.0,92710.0,92710,0.0,21.5726458850178,SKYPE
298.714285714286,1941,0,3140035.84615385,39706240.0,0.0,632.0,4344,0,3334974.5,39497511.0,0.0,442.785714285714,4344,0,1570017.92307692,39497511.0,0,303.720197608719,0.661432919457607,SKYPE
0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,165795.0,165795.0,165795,0.0,12.0630899604934,SKYPE
290.909090909091,1428,0,79468.5,430999.0,10.0,972.538461538461,4344,0,5054334.16666667,59998113.0,12.0,633.72,4344,0,2641474.0,59958911.0,1,260.773373864941,0.395036355031155,DROPBOX
0.0,0,0,757.0,757.0,757.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,757.0,757.0,757,0.0,2642.00792602378,DROPBOX
357.2,1671,0,91310.2222222222,432411.0,27.0,847.866666666667,5189,0,4345010.07142857,60008878.0,44.0,626.538461538462,5189,0,2534595.08333333,60008141.0,4,267.794254184125,0.410979518391843,DROPBOX
38.375,181,0,2905772.0,19771308.0,175.0,338.8,1436,0,157802.25,384137.0,1709.0,142.928571428571,1436,0,1695033.66666667,19628990.0,28,98.3756271507685,0.639122015472259,DROPBOX
1021.93333333333,5744,0,46259.9285714286,269464.0,73.0,248.0,1428,0,3324340.27777778,59315392.0,0.0,572.6,5744,0,1816021.93939394,59281085.0,0,334.41392811901,0.567340629511818,DROPBOX
760.857142857143,1460,0,66830.1538461538,514667.0,37.0,230.523809523809,2856,0,2999681.0,59315424.0,70.0,430.361111111111,2856,0,1764522.0,59124956.0,0,258.243575647249,0.58339412300095,DROPBOX
50.2222222222222,211,0,7877818.375,62932224.0,0.0,0.0,0,0,0.0,0.0,0.0,45.2,211,0,7877818.375,62932224.0,0,7.17203638247118,0.142806034164249,SKYPE
48.6666666666667,134,6,22860139.0,45720022.0,256.0,6.0,6,6,49.0,88.0,10.0,24.2857142857143,134,6,9144055.6,45720022.0,10,3.58702980764903,0.131232797840818,SKYPE
185.55,933,0,263719.105263158,4201039.0,0.0,0.0,0,0,0.0,0.0,0.0,176.714285714286,933,0,263719.105263158,4201039.0,0,740.620552609505,3.99148775321749,SKYPE
82.16,436,0,183550.541666667,4184010.0,0.0,0.0,0,0,0.0,0.0,0.0,79.0,436,0,183550.541666667,4184010.0,0,466.265762858686,5.67509448464808,SKYPE
141.47619047619,933,0,247241.9,4371489.0,0.0,175.4,437,0,50318.5555555556,173359.0,0.0,147.65625,933,0,164827.933333333,4371489.0,0,955.541920685774,6.26916392407598,SKYPE
113.130434782609,517,0,200070.772727273,4184791.0,0.0,767.5,2920,0,10537.1739130435,87299.0,0.0,437.958333333333,2920,0,95686.0217391304,4097738.0,0,4776.03720683385,10.6780396118919,SKYPE
